R03-01-E Q0 31 1 0.910000 CAPTAIN
R03-01-E Q0 32 2 0.650000 CAPTAIN
R03-01-E Q0 30 3 0.650000 CAPTAIN
R03-01-I Q0 30 1 0.650000 CAPTAIN
R03-01-I Q0 31 2 0.650000 CAPTAIN
R03-01-I Q0 32 3 0.390000 CAPTAIN
R03-01-O Q0 31 1 0.910000 CAPTAIN
R03-01-O Q0 30 2 0.650000 CAPTAIN
R03-01-O Q0 32 3 0.390000 CAPTAIN
R03-02-A Q0 93 1 0.910000 CAPTAIN
R03-02-E Q0 96 1 0.390000 CAPTAIN
R03-02-I Q0 93 1 0.910000 CAPTAIN
R03-02-O Q0 96 1 0.390000 CAPTAIN
R03-03-A Q0 543 1 0.390000 CAPTAIN
R03-03-E Q0 97 1 0.390000 CAPTAIN
R03-03-I Q0 541 1 0.390000 CAPTAIN
R03-03-O Q0 98 1 0.910000 CAPTAIN
R03-03-U Q0 97 1 0.390000 CAPTAIN
R03-04-A Q0 140 1 0.390000 CAPTAIN
R03-04-E Q0 20 1 0.390000 CAPTAIN
R03-04-I Q0 140 1 0.910000 CAPTAIN
R03-04-O Q0 20 1 0.390000 CAPTAIN
R03-04-U Q0 142 1 0.390000 CAPTAIN
R03-05-A Q0 147 1 0.910000 CAPTAIN
R03-05-A Q0 154 2 0.910000 CAPTAIN
R03-05-A Q0 153 3 0.650000 CAPTAIN
R03-05-A Q0 150 4 0.390000 CAPTAIN
R03-05-O Q0 149 1 0.910000 CAPTAIN
R03-05-O Q0 166 2 0.910000 CAPTAIN
R03-05-U Q0 147 1 0.910000 CAPTAIN
R03-07-A Q0 179 1 0.390000 CAPTAIN
R03-07-E Q0 9 1 0.910000 CAPTAIN
R03-07-I Q0 96 1 0.910000 CAPTAIN
R03-07-O Q0 281 1 0.390000 CAPTAIN
R03-08-A Q0 201 1 0.650000 CAPTAIN
R03-08-E Q0 183 1 0.910000 CAPTAIN
R03-08-E Q0 184 2 0.650000 CAPTAIN
R03-08-O Q0 176 1 0.650000 CAPTAIN
R03-08-U Q0 192 1 0.650000 CAPTAIN
R03-09-A Q0 256 1 0.910000 CAPTAIN
R03-09-E Q0 249 1 0.910000 CAPTAIN
R03-09-E Q0 261 2 0.650000 CAPTAIN
R03-09-E Q0 253 3 0.390000 CAPTAIN
R03-09-U Q0 258 1 0.910000 CAPTAIN
R03-10-A Q0 300 1 0.910000 CAPTAIN
R03-10-O Q0 608 1 0.910000 CAPTAIN
R03-10-U Q0 297 1 0.650000 CAPTAIN
R03-12-A Q0 362 1 0.390000 CAPTAIN
R03-12-E Q0 354 1 0.390000 CAPTAIN
R03-12-I Q0 345 1 0.390000 CAPTAIN
R03-12-O Q0 334 1 0.650000 CAPTAIN
R03-12-U Q0 196 1 0.910000 CAPTAIN
R03-13-A Q0 389 1 0.390000 CAPTAIN
R03-15-A Q0 415 1 0.910000 CAPTAIN
R03-15-E Q0 533 1 0.910000 CAPTAIN
R03-15-E Q0 417 2 0.650000 CAPTAIN
R03-15-I Q0 419 1 0.910000 CAPTAIN
R03-15-U Q0 416 1 0.650000 CAPTAIN
R03-16-E Q0 420 1 0.910000 CAPTAIN
R03-16-O Q0 447 1 0.650000 CAPTAIN
R03-16-U Q0 420 1 0.910000 CAPTAIN
R03-17-I Q0 423 1 0.910000 CAPTAIN
R03-17-O Q0 423 1 0.910000 CAPTAIN
R03-19-E Q0 136 1 0.910000 CAPTAIN
R03-19-I Q0 449 1 0.390000 CAPTAIN
R03-19-O Q0 462 1 0.910000 CAPTAIN
R03-20-A Q0 96 1 0.910000 CAPTAIN
R03-20-A Q0 120 2 0.650000 CAPTAIN
R03-20-A Q0 449 3 0.390000 CAPTAIN
R03-20-E Q0 472 1 0.910000 CAPTAIN
R03-20-E Q0 519 2 0.910000 CAPTAIN
R03-20-I Q0 470 1 0.390000 CAPTAIN
R03-20-O Q0 470 1 0.910000 CAPTAIN
R03-20-O Q0 472 2 0.650000 CAPTAIN
R03-20-U Q0 470 1 0.910000 CAPTAIN
R03-20-U Q0 519 2 0.910000 CAPTAIN
R03-20-U Q0 472 3 0.650000 CAPTAIN
R03-21-E Q0 511 1 0.390000 CAPTAIN
R03-21-I Q0 511 1 0.390000 CAPTAIN
R03-21-O Q0 467 1 0.910000 CAPTAIN
R03-21-O Q0 469 2 0.910000 CAPTAIN
R03-21-U Q0 509 1 0.390000 CAPTAIN
R03-22-A Q0 548 1 0.390000 CAPTAIN
R03-22-E Q0 547 1 0.390000 CAPTAIN
R03-22-I Q0 97 1 0.910000 CAPTAIN
R03-22-O Q0 545 1 0.910000 CAPTAIN
R03-22-U Q0 415 1 0.910000 CAPTAIN
R03-22-U Q0 542 2 0.650000 CAPTAIN
R03-22-U Q0 536 3 0.390000 CAPTAIN
R03-23-A Q0 543 1 0.390000 CAPTAIN
R03-23-E Q0 562 1 0.910000 CAPTAIN
R03-23-I Q0 543 1 0.390000 CAPTAIN
R03-23-O Q0 566 1 0.390000 CAPTAIN
R03-23-O Q0 637 2 0.390000 CAPTAIN
R03-23-U Q0 562 1 0.910000 CAPTAIN
R03-24-A Q0 550 1 0.910000 CAPTAIN
R03-24-E Q0 553 1 0.910000 CAPTAIN
R03-24-I Q0 551 1 0.910000 CAPTAIN
R03-24-U Q0 550 1 0.390000 CAPTAIN
R03-25-A Q0 594 1 0.910000 CAPTAIN
R03-25-E Q0 597 1 0.910000 CAPTAIN
R03-25-I Q0 593 1 0.650000 CAPTAIN
R03-25-O Q0 599 1 0.650000 CAPTAIN
R03-25-U Q0 608 1 0.910000 CAPTAIN
R03-26-A Q0 602 1 0.390000 CAPTAIN
R03-26-E Q0 609 1 0.650000 CAPTAIN
R03-26-O Q0 611 1 0.390000 CAPTAIN
R03-26-U Q0 177 1 0.390000 CAPTAIN
R03-27-A Q0 657 1 0.390000 CAPTAIN
R03-27-E Q0 662 1 0.650000 CAPTAIN
R03-27-I Q0 657 1 0.650000 CAPTAIN
R03-27-I Q0 658 2 0.390000 CAPTAIN
R03-27-O Q0 657 1 0.650000 CAPTAIN
R03-27-U Q0 660 1 0.910000 CAPTAIN
R03-28-A Q0 669 1 0.910000 CAPTAIN
R03-28-E Q0 675 1 0.910000 CAPTAIN
R03-28-I Q0 675 1 0.650000 CAPTAIN
R03-28-O Q0 679 1 0.650000 CAPTAIN
R03-28-O Q0 681 2 0.390000 CAPTAIN
R03-28-U Q0 675 1 0.650000 CAPTAIN
R03-28-U Q0 677 2 0.390000 CAPTAIN
R03-29-A Q0 712 1 0.390000 CAPTAIN
R03-29-E Q0 716 1 0.390000 CAPTAIN
R03-29-I Q0 713 1 0.390000 CAPTAIN
R03-29-I Q0 712 2 0.390000 CAPTAIN
R03-29-O Q0 724 1 0.390000 CAPTAIN
R03-29-U Q0 625 1 0.390000 CAPTAIN
R03-36-E Q0 196 1 0.910000 CAPTAIN
R03-36-I Q0 485 1 0.650000 CAPTAIN
R03-36-U Q0 558 1 0.910000 CAPTAIN
R03-37-E Q0 589 1 0.910000 CAPTAIN
R03-37-I Q0 667 1 0.910000 CAPTAIN
